Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist
11-Dec,LaLiga,12,NA,A,FC Barcelona,Athletic Bilbao,Loss,CF,90,02:02:00,Left-footed shot,NA
11-Dec,LaLiga,13,2011-11-19,H,FC Barcelona,Real Zaragoza,Win,CF,43,02:00:00,Right-footed shot,Cesc Fabregas
11-Dec,UEFA Champions League,Group Stage,2011-11-23,A,FC Barcelona,AC Milan,Loss,SS,31,01:02:00,Penalty,NA
11-Dec,LaLiga,17,2011-11-29,H,FC Barcelona,Rayo Vallecano,Win,CF,49,04:00:00,Left-footed shot,Dani Alves
11-Dec,LaLiga,15,NA,H,FC Barcelona,Levante UD,Win,CF,55,04:00:00,Left-footed shot,Dani Alves
11-Dec,FIFA Club World Cup,Final,2011-12-18,A,FC Barcelona,Santos FC,Loss,RW,17,00:01:00,Left-footed shot,Xavi
11-Dec,FIFA Club World Cup,Final,2011-12-18,A,FC Barcelona,Santos FC,Loss,RW,82,00:04:00,Left-footed shot,Dani Alves
11-Dec,Copa del Rey,last 16,NA,H,FC Barcelona,CA Osasuna,Win,CF,71,03:00:00,Header,Cesc Fabregas
11-Dec,Copa del Rey,last 16,NA,H,FC Barcelona,CA Osasuna,Win,CF,90,04:00:00,Left-footed shot,Xavi
11-Dec,LaLiga,19,2012-01-15,H,FC Barcelona,Real Betis Balompie,Win,CF,12,02:00:00,Right-footed shot,Alexis Sanchez
11-Dec,LaLiga,19,2012-01-15,H,FC Barcelona,Real Betis Balompie,Win,CF,86,04:02:00,Penalty,NA
11-Dec,LaLiga,1,2012-01-22,A,FC Barcelona,Malaga CF,Loss,CF,32,00:01:00,Header,Adriano
11-Dec,LaLiga,1,2012-01-22,A,FC Barcelona,Malaga CF,Loss,CF,51,00:03:00,Left-footed shot,Thiago
11-Dec,LaLiga,1,2012-01-22,A,FC Barcelona,Malaga CF,Loss,CF,77,00:04:00,Left-footed shot,Pedro
11-Dec,LaLiga,22,NA,H,FC Barcelona,Real Sociedad,Win,CF,72,02:00:00,Left-footed shot,Dani Alves
11-Dec,UEFA Champions League,last 16,2012-02-14,A,FC Barcelona,Bayer 04 Leverkusen,Loss,CF,88,01:03:00,Left-footed shot,Dani Alves
11-Dec,LaLiga,24,2012-02-19,H,FC Barcelona,Valencia CF,Win,CF,21,01:01:00,Left-footed shot,NA
11-Dec,LaLiga,24,2012-02-19,H,FC Barcelona,Valencia CF,Win,CF,27,02:01:00,Tap-in,NA
11-Dec,LaLiga,24,2012-02-19,H,FC Barcelona,Valencia CF,Win,CF,75,03:01:00,Left-footed shot,Cristian Tello
11-Dec,LaLiga,24,2012-02-19,H,FC Barcelona,Valencia CF,Win,CF,84,04:01:00,Left-footed shot,Sergio Busquets
11-Dec,LaLiga,25,2012-02-26,A,FC Barcelona,Atletico de Madrid,Loss,CF,79,01:02:00,Direct free kick,NA
11-Dec,UEFA Champions League,last 16,NA,H,FC Barcelona,Bayer 04 Leverkusen,Win,CF,25,01:00:00,Left-footed shot,Xavi
11-Dec,UEFA Champions League,last 16,NA,H,FC Barcelona,Bayer 04 Leverkusen,Win,CF,42,02:00:00,Left-footed shot,Andres Iniesta
11-Dec,UEFA Champions League,last 16,NA,H,FC Barcelona,Bayer 04 Leverkusen,Win,CF,50,03:00:00,Right-footed shot,Cesc Fabregas
11-Dec,UEFA Champions League,last 16,NA,H,FC Barcelona,Bayer 04 Leverkusen,Win,CF,58,05:00:00,Left-footed shot,NA
11-Dec,UEFA Champions League,last 16,NA,H,FC Barcelona,Bayer 04 Leverkusen,Win,CF,85,07:00:00,Left-footed shot,Seydou Keita
11-Dec,LaLiga,27,NA,A,FC Barcelona,Racing Santander,Loss,CF,28,00:01:00,Left-footed shot,Cesc Fabregas
11-Dec,LaLiga,27,NA,A,FC Barcelona,Racing Santander,Loss,CF,55,00:02:00,Penalty,NA
11-Dec,LaLiga,28,2012-03-17,A,FC Barcelona,Sevilla FC,Loss,CF,25,00:02:00,Left-footed shot,Andres Iniesta
11-Dec,LaLiga,29,2012-03-20,H,FC Barcelona,Granada CF,Win,CF,16,02:00:00,Left-footed shot,Isaac Cuenca
11-Dec,LaLiga,29,2012-03-20,H,FC Barcelona,Granada CF,Win,CF,66,03:02:00,Left-footed shot,Dani Alves
11-Dec,LaLiga,29,2012-03-20,H,FC Barcelona,Granada CF,Win,CF,85,05:02:00,Left-footed shot,Dani Alves
11-Dec,LaLiga,30,2012-03-24,A,FC Barcelona,RCD Mallorca,Loss,CF,25,00:01:00,Direct free kick,NA
11-Dec,LaLiga,31,2012-03-31,H,FC Barcelona,Athletic Bilbao,Win,CF,57,02:00:00,Penalty,NA
11-Dec,UEFA Champions League,Quarter-Finals,NA,H,FC Barcelona,AC Milan,Win,RW,11,01:00:00,Penalty,NA
11-Dec,UEFA Champions League,Quarter-Finals,NA,H,FC Barcelona,AC Milan,Win,RW,42,02:01:00,Penalty,NA
11-Dec,LaLiga,32,NA,A,FC Barcelona,Real Zaragoza,Loss,CF,39,01:02:00,Left-footed shot,Alexis Sanchez
11-Dec,LaLiga,32,NA,A,FC Barcelona,Real Zaragoza,Loss,CF,86,01:03:00,Penalty,NA
11-Dec,LaLiga,33,NA,H,FC Barcelona,Getafe CF,Win,CF,44,02:00:00,Left-footed shot,Andres Iniesta
11-Dec,LaLiga,34,2012-04-14,A,FC Barcelona,Levante UD,Loss,CF,64,01:01:00,Left-footed shot,Alexis Sanchez
11-Dec,LaLiga,34,2012-04-14,A,FC Barcelona,Levante UD,Loss,CF,73,01:02:00,Penalty,NA
11-Dec,LaLiga,36,2012-04-29,A,FC Barcelona,Rayo Vallecano,Loss,CF,16,00:01:00,Left-footed shot,Pedro
11-Dec,LaLiga,36,2012-04-29,A,FC Barcelona,Rayo Vallecano,Loss,CF,88,00:07:00,Left-footed shot,Pedro
11-Dec,LaLiga,20,NA,H,FC Barcelona,Malaga CF,Win,CF,34,02:01:00,Penalty,NA
11-Dec,LaLiga,20,NA,H,FC Barcelona,Malaga CF,Win,CF,60,03:01:00,Penalty,NA
11-Dec,LaLiga,20,NA,H,FC Barcelona,Malaga CF,Win,CF,63,04:01:00,Left-footed shot,Andres Iniesta
11-Dec,LaLiga,37,NA,H,FC Barcelona,RCD Espanyol Barcelona,Win,CF,11,01:00:00,Direct free kick,NA
11-Dec,LaLiga,37,NA,H,FC Barcelona,RCD Espanyol Barcelona,Win,CF,63,02:00:00,Penalty,NA
11-Dec,LaLiga,37,NA,H,FC Barcelona,RCD Espanyol Barcelona,Win,CF,73,03:00:00,Left-footed shot,Adriano
11-Dec,LaLiga,37,NA,H,FC Barcelona,RCD Espanyol Barcelona,Win,CF,78,04:00:00,Penalty,NA
11-Dec,Copa del Rey,Final,2012-05-25,H,FC Barcelona,Athletic Bilbao,Win,CF,20,02:00:00,Right-footed shot,Andres Iniesta
Dec-13,LaLiga,1,2012-08-19,H,FC Barcelona,Real Sociedad,Win,CF,10,02:01:00,Left-footed shot,Pedro
Dec-13,LaLiga,1,2012-08-19,H,FC Barcelona,Real Sociedad,Win,CF,15,03:01:00,Left-footed shot,Cristian Tello
Dec-13,Supercopa,final,2012-08-23,H,FC Barcelona,Real Madrid,Win,CF,60,02:01:00,Penalty,NA
Dec-13,LaLiga,2,2012-08-26,A,FC Barcelona,CA Osasuna,Loss,CF,74,01:01:00,Left-footed shot,Alexis Sanchez
Dec-13,LaLiga,2,2012-08-26,A,FC Barcelona,CA Osasuna,Loss,CF,79,01:02:00,Left-footed shot,Jordi Alba
Dec-13,Supercopa,final,2012-08-29,A,FC Barcelona,Real Madrid,Loss,CF,45,02:01:00,Direct free kick,NA
Dec-13,LaLiga,4,2012-09-15,A,FC Barcelona,Getafe CF,Loss,CF,74,00:02:00,Penalty,NA
Dec-13,LaLiga,4,2012-09-15,A,FC Barcelona,Getafe CF,Loss,CF,78,00:03:00,Left-footed shot,Pedro
Dec-13,UEFA Champions League,Group Stage,2012-09-19,H,FC Barcelona,Spartak Moscow,Win,CF,71,02:02:00,Left-footed shot,Cristian Tello
Dec-13,UEFA Champions League,Group Stage,2012-09-19,H,FC Barcelona,Spartak Moscow,Win,CF,80,03:02:00,Header,Alexis Sanchez
Dec-13,LaLiga,7,NA,H,FC Barcelona,Real Madrid,Win,CF,31,01:01:00,Left-footed shot,NA
Dec-13,LaLiga,7,NA,H,FC Barcelona,Real Madrid,Win,CF,60,02:01:00,Direct free kick,NA
Dec-13,LaLiga,8,2012-10-20,A,FC Barcelona,Deportivo de La Coruaa,Loss,CF,17,00:03:00,Left-footed shot,Cesc Fabregas
Dec-13,LaLiga,8,2012-10-20,A,FC Barcelona,Deportivo de La Coruaa,Loss,CF,43,02:04:00,Left-footed shot,Cesc Fabregas
Dec-13,LaLiga,8,2012-10-20,A,FC Barcelona,Deportivo de La Coruaa,Loss,CF,76,03:05:00,Left-footed shot,Xavi
Dec-13,LaLiga,9,2012-10-27,A,FC Barcelona,Rayo Vallecano,Loss,CF,48,00:02:00,Left-footed shot,Marta Montoya
Dec-13,LaLiga,9,2012-10-27,A,FC Barcelona,Rayo Vallecano,Loss,CF,89,00:05:00,Right-footed shot,Cesc Fabregas
Dec-13,UEFA Champions League,Group Stage,NA,A,FC Barcelona,Celtic FC,Loss,CF,90+1,02:01:00,Tap-in,NA
Dec-13,LaLiga,11,NA,A,FC Barcelona,RCD Mallorca,Loss,CF,43,00:02:00,Left-footed shot,Sergio Busquets
Dec-13,LaLiga,11,NA,A,FC Barcelona,RCD Mallorca,Loss,CF,70,02:04:00,Left-footed shot,Alexis Sanchez
Dec-13,LaLiga,12,2012-11-17,H,FC Barcelona,Real Zaragoza,Win,CF,15,01:00:00,Left-footed shot,Jordi Alba
Dec-13,LaLiga,12,2012-11-17,H,FC Barcelona,Real Zaragoza,Win,CF,60,03:01:00,Left-footed shot,Marta Montoya
Dec-13,UEFA Champions League,Group Stage,2012-11-20,A,FC Barcelona,Spartak Moscow,Loss,CF,27,00:02:00,Right-footed shot,NA
Dec-13,UEFA Champions League,Group Stage,2012-11-20,A,FC Barcelona,Spartak Moscow,Loss,CF,39,00:03:00,Left-footed shot,Pedro
Dec-13,LaLiga,13,2012-11-25,A,FC Barcelona,Levante UD,Loss,CF,46,00:01:00,Left-footed shot,Andres Iniesta
Dec-13,LaLiga,13,2012-11-25,A,FC Barcelona,Levante UD,Loss,CF,51,00:02:00,Left-footed shot,Andres Iniesta
Dec-13,LaLiga,14,NA,H,FC Barcelona,Athletic Bilbao,Win,CF,24,02:00:00,Left-footed shot,Xavi
Dec-13,LaLiga,14,NA,H,FC Barcelona,Athletic Bilbao,Win,CF,69,05:01:00,Right-footed shot,Pedro
Dec-13,LaLiga,15,NA,A,FC Barcelona,Real Betis Balompie,Loss,CF,16,00:01:00,Left-footed shot,Andres Iniesta
Dec-13,LaLiga,15,NA,A,FC Barcelona,Real Betis Balompie,Loss,CF,25,00:02:00,Left-footed shot,Andres Iniesta
Dec-13,Copa del Rey,last 16,NA,A,FC Barcelona,CÃ³rdoba CF,Loss,CF,10,00:01:00,Left-footed shot,David Villa
Dec-13,Copa del Rey,last 16,NA,A,FC Barcelona,CÃ³rdoba CF,Loss,CF,73,00:02:00,Left-footed shot,Alexis Sanchez
Dec-13,LaLiga,16,2012-12-16,H,FC Barcelona,Atletico de Madrid,Win,CF,58,03:01:00,Left-footed shot,Alexis Sanchez
Dec-13,LaLiga,16,2012-12-16,H,FC Barcelona,Atletico de Madrid,Win,CF,88,04:01:00,Left-footed shot,NA
Dec-13,LaLiga,17,2012-12-22,A,FC Barcelona,Real Valladolid CF,Loss,CF,59,00:02:00,Left-footed shot,Xavi
Dec-13,LaLiga,18,NA,H,FC Barcelona,RCD Espanyol Barcelona,Win,CF,28,04:00:00,Penalty,NA
Dec-13,LaLiga,19,2013-01-13,A,FC Barcelona,Malaga CF,Loss,CF,26,00:01:00,Right-footed shot,NA
Dec-13,Copa del Rey,Quarter-Finals,2013-01-16,H,FC Barcelona,Malaga CF,Win,CF,29,01:01:00,Left-footed shot,NA
Dec-13,LaLiga,20,2013-01-19,A,FC Barcelona,Real Sociedad,Loss,CF,6,00:01:00,Left-footed shot,Andres Iniesta
Dec-13,Copa del Rey,Quarter-Finals,2013-01-24,A,FC Barcelona,Malaga CF,Loss,CF,79,02:04:00,Header,Dani Alves
Dec-13,LaLiga,21,2013-01-27,H,FC Barcelona,CA Osasuna,Win,CF,11,01:00:00,Right-footed shot,Xavi
Dec-13,LaLiga,21,2013-01-27,H,FC Barcelona,CA Osasuna,Win,CF,28,02:01:00,Penalty,NA
Dec-13,LaLiga,21,2013-01-27,H,FC Barcelona,CA Osasuna,Win,CF,56,04:01:00,Left-footed shot,David Villa
Dec-13,LaLiga,21,2013-01-27,H,FC Barcelona,CA Osasuna,Win,CF,58,05:01:00,Left-footed shot,Adriano
Dec-13,LaLiga,22,NA,A,FC Barcelona,Valencia CF,Loss,CF,39,01:01:00,Penalty,NA
Dec-13,LaLiga,23,NA,H,FC Barcelona,Getafe CF,Win,CF,13,02:00:00,Left-footed shot,Thiago
Dec-13,LaLiga,24,2013-02-16,A,FC Barcelona,Granada CF,Loss,CF,49,01:01:00,Left-footed shot,NA
Dec-13,LaLiga,24,2013-02-16,A,FC Barcelona,Granada CF,Loss,CF,72,01:02:00,Direct free kick,NA
Dec-13,LaLiga,25,2013-02-23,H,FC Barcelona,Sevilla FC,Win,CF,60,02:01:00,Left-footed shot,Cristian Tello
Dec-13,LaLiga,26,NA,A,FC Barcelona,Real Madrid,Loss,CF,18,01:01:00,Left-footed shot,Dani Alves
Dec-13,LaLiga,27,NA,H,FC Barcelona,Deportivo de La Coruaa,Win,CF,88,02:00:00,Left-footed shot,Alexis Sanchez
