Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist
17/18,LaLiga,5,2017-09-19,H,FC Barcelona,SD Eibar,Win,CF,59,04:01:00,Left-footed shot,Sergio Busquets
17/18,LaLiga,5,2017-09-19,H,FC Barcelona,SD Eibar,Win,CF,62,05:01:00,Left-footed shot,Paulinho
17/18,LaLiga,5,2017-09-19,H,FC Barcelona,SD Eibar,Win,CF,87,06:01:00,Left-footed shot,Aleix Vidal
17/18,LaLiga,7,NA,H,FC Barcelona,UD Las Palmas,Win,SS,70,02:00:00,Left-footed shot,Denis Suarez
17/18,LaLiga,7,NA,H,FC Barcelona,UD Las Palmas,Win,SS,77,03:00:00,Left-footed shot,Luis Suarez
17/18,UEFA Champions League,Group Stage,2017-10-18,H,FC Barcelona,Olympiacos Piraeus,Win,CF,61,02:00:00,Direct free kick,NA
17/18,LaLiga,10,2017-10-28,A,FC Barcelona,Athletic Bilbao,Loss,SS,37,00:01:00,Left-footed shot,Jordi Alba
17/18,LaLiga,14,NA,H,FC Barcelona,Celta de Vigo,Win,SS,22,01:01:00,Left-footed shot,Paulinho
17/18,LaLiga,15,NA,A,FC Barcelona,Villarreal CF,Loss,RW,83,00:02:00,Left-footed shot,Sergio Busquets
17/18,LaLiga,17,2017-12-23,A,FC Barcelona,Real Madrid,Loss,SS,64,00:02:00,Penalty,NA
17/18,LaLiga,18,NA,H,FC Barcelona,Levante UD,Win,SS,12,01:00:00,Left-footed shot,Jordi Alba
17/18,Copa del Rey,last 16,NA,H,FC Barcelona,Celta de Vigo,Win,SS,13,01:00:00,Left-footed shot,Jordi Alba
17/18,Copa del Rey,last 16,NA,H,FC Barcelona,Celta de Vigo,Win,SS,15,02:00:00,Left-footed shot,Jordi Alba
17/18,LaLiga,19,2018-01-14,A,FC Barcelona,Real Sociedad,Loss,SS,85,02:04:00,Direct free kick,NA
17/18,LaLiga,20,2018-01-21,A,FC Barcelona,Real Betis Balompie,Loss,SS,64,00:02:00,Left-footed shot,Sergio Busquets
17/18,LaLiga,20,2018-01-21,A,FC Barcelona,Real Betis Balompie,Loss,SS,80,00:04:00,Left-footed shot,Luis Suarez
17/18,Copa del Rey,Quarter-Finals,2018-01-25,H,FC Barcelona,RCD Espanyol Barcelona,Win,SS,25,02:00:00,Deflected shot on goal,NA
17/18,LaLiga,21,2018-01-28,H,FC Barcelona,Deportivo Alaves,Win,SS,84,02:01:00,Direct free kick,NA
17/18,UEFA Champions League,last 16,2018-02-20,A,FC Barcelona,Chelsea FC,Loss,SS,75,01:01:00,Left-footed shot,Andres Iniesta
17/18,LaLiga,25,2018-02-24,H,FC Barcelona,Girona FC,Win,SS,30,02:01:00,Left-footed shot,Luis Suarez
17/18,LaLiga,25,2018-02-24,H,FC Barcelona,Girona FC,Win,SS,36,03:01:00,Direct free kick,NA
17/18,LaLiga,26,NA,A,FC Barcelona,UD Las Palmas,Loss,SS,21,00:01:00,Direct free kick,NA
17/18,LaLiga,27,NA,H,FC Barcelona,Atletico de Madrid,Win,SS,26,01:00:00,Direct free kick,NA
17/18,UEFA Champions League,last 16,2018-03-14,H,FC Barcelona,Chelsea FC,Win,SS,3,01:00:00,Right-footed shot,Luis Suarez
17/18,UEFA Champions League,last 16,2018-03-14,H,FC Barcelona,Chelsea FC,Win,SS,63,03:00:00,Left-footed shot,Luis Suarez
17/18,LaLiga,29,2018-03-18,H,FC Barcelona,Athletic Bilbao,Win,SS,30,02:00:00,Left-footed shot,Ousmane Dembele
17/18,LaLiga,30,2018-03-31,A,FC Barcelona,Sevilla FC,Loss,RW,89,02:02:00,Left-footed shot,Philippe Coutinho
17/18,LaLiga,31,NA,H,FC Barcelona,CD Leganes,Win,SS,27,01:00:00,Direct free kick,NA
17/18,LaLiga,31,NA,H,FC Barcelona,CD Leganes,Win,SS,32,02:00:00,Left-footed shot,Philippe Coutinho
17/18,LaLiga,31,NA,H,FC Barcelona,CD Leganes,Win,SS,87,03:01:00,Left-footed shot,Ousmane Dembele
17/18,Copa del Rey,Final,2018-04-21,A,FC Barcelona,Sevilla FC,Loss,SS,31,00:02:00,Left-footed shot,Jordi Alba
17/18,LaLiga,35,2018-04-29,A,FC Barcelona,Deportivo de La Coruaa,Loss,CF,38,00:02:00,Left-footed shot,Luis Suarez
17/18,LaLiga,35,2018-04-29,A,FC Barcelona,Deportivo de La Coruaa,Loss,CF,82,02:03:00,Right-footed shot,Luis Suarez
17/18,LaLiga,35,2018-04-29,A,FC Barcelona,Deportivo de La Coruaa,Loss,CF,85,02:04:00,Left-footed shot,Luis Suarez
17/18,LaLiga,36,NA,H,FC Barcelona,Real Madrid,Win,SS,52,02:01:00,Left-footed shot,Luis Suarez
17/18,LaLiga,34,NA,H,FC Barcelona,Villarreal CF,Win,CF,45,03:00:00,Left-footed shot,Andres Iniesta
18/19,LaLiga,1,2018-08-18,H,FC Barcelona,Deportivo Alaves,Win,RW,64,01:00:00,Direct free kick,NA
18/19,LaLiga,1,2018-08-18,H,FC Barcelona,Deportivo Alaves,Win,RW,90+2,03:00:00,Left-footed shot,Luis Suarez
18/19,LaLiga,3,NA,H,FC Barcelona,SD Huesca,Win,RW,16,01:01:00,Right-footed shot,Ivan Rakitic
18/19,LaLiga,3,NA,H,FC Barcelona,SD Huesca,Win,RW,61,06:02:00,Left-footed shot,Philippe Coutinho
18/19,UEFA Champions League,Group Stage,2018-09-18,H,FC Barcelona,PSV Eindhoven,Win,RW,31,01:00:00,Direct free kick,NA
18/19,UEFA Champions League,Group Stage,2018-09-18,H,FC Barcelona,PSV Eindhoven,Win,RW,77,03:00:00,Left-footed shot,Ivan Rakitic
18/19,UEFA Champions League,Group Stage,2018-09-18,H,FC Barcelona,PSV Eindhoven,Win,RW,87,04:00:00,Right-footed shot,Luis Suarez
18/19,LaLiga,5,2018-09-23,H,FC Barcelona,Girona FC,Win,RW,19,01:00:00,Left-footed shot,Arturo Vidal
18/19,UEFA Champions League,Group Stage,NA,A,FC Barcelona,Tottenham Hotspur,Loss,RW,56,01:03:00,Left-footed shot,Jordi Alba
18/19,UEFA Champions League,Group Stage,NA,A,FC Barcelona,Tottenham Hotspur,Loss,RW,90,02:04:00,Left-footed shot,Jordi Alba
18/19,LaLiga,8,NA,A,FC Barcelona,Valencia CF,Loss,RW,23,01:01:00,Left-footed shot,Luis Suarez
18/19,LaLiga,9,2018-10-20,H,FC Barcelona,Sevilla FC,Win,RW,12,02:00:00,Left-footed shot,Luis Suarez
18/19,LaLiga,12,NA,H,FC Barcelona,Real Betis Balompie,Win,SS,68,01:02:00,Penalty,NA
18/19,LaLiga,12,NA,H,FC Barcelona,Real Betis Balompie,Win,SS,90+4,03:04:00,Left-footed shot,Arturo Vidal
18/19,UEFA Champions League,Group Stage,2018-11-28,A,FC Barcelona,PSV Eindhoven,Loss,CF,61,00:01:00,Left-footed shot,Ousmane Dembele
18/19,LaLiga,15,NA,A,FC Barcelona,RCD Espanyol Barcelona,Loss,RW,17,00:01:00,Direct free kick,NA
18/19,LaLiga,15,NA,A,FC Barcelona,RCD Espanyol Barcelona,Loss,RW,65,00:04:00,Direct free kick,NA
18/19,LaLiga,16,2018-12-16,A,FC Barcelona,Levante UD,Loss,SS,43,00:02:00,Right-footed shot,Sergio Busquets
18/19,LaLiga,16,2018-12-16,A,FC Barcelona,Levante UD,Loss,SS,47,00:03:00,Left-footed shot,NA
18/19,LaLiga,16,2018-12-16,A,FC Barcelona,Levante UD,Loss,SS,60,00:04:00,Left-footed shot,Arturo Vidal
18/19,LaLiga,17,2018-12-22,H,FC Barcelona,Celta de Vigo,Win,RW,45,02:00:00,Left-footed shot,Jordi Alba
18/19,LaLiga,18,NA,A,FC Barcelona,Getafe CF,Loss,RW,20,00:01:00,Left-footed shot,NA
18/19,LaLiga,19,2019-01-13,H,FC Barcelona,SD Eibar,Win,RW,53,02:00:00,Left-footed shot,Luis Suarez
18/19,Copa del Rey,last 16,2019-01-17,H,FC Barcelona,Levante UD,Win,CF,54,03:00:00,Left-footed shot,Nelson Semedo
18/19,LaLiga,20,2019-01-20,H,FC Barcelona,CD Leganes,Win,SS,90+2,03:01:00,Right-footed shot,Jordi Alba
18/19,LaLiga,21,2019-01-27,A,FC Barcelona,Girona FC,Loss,RW,69,00:02:00,Left-footed shot,Jordi Alba
18/19,Copa del Rey,Quarter-Finals,2019-01-30,H,FC Barcelona,Sevilla FC,Win,RW,90+2,06:01:00,Left-footed shot,Jordi Alba
18/19,LaLiga,22,NA,H,FC Barcelona,Valencia CF,Win,RW,39,01:02:00,Penalty,NA
18/19,LaLiga,22,NA,H,FC Barcelona,Valencia CF,Win,RW,64,02:02:00,Left-footed shot,Arturo Vidal
18/19,LaLiga,24,2019-02-16,H,FC Barcelona,Real Valladolid CF,Win,RW,43,01:00:00,Penalty,NA
18/19,LaLiga,25,2019-02-23,A,FC Barcelona,Sevilla FC,Loss,RW,26,01:01:00,Left-footed shot,Ivan Rakitic
18/19,LaLiga,25,2019-02-23,A,FC Barcelona,Sevilla FC,Loss,RW,67,02:02:00,Right-footed shot,Ousmane Dembele
18/19,LaLiga,25,2019-02-23,A,FC Barcelona,Sevilla FC,Loss,RW,85,02:03:00,Left-footed shot,NA
18/19,LaLiga,27,NA,H,FC Barcelona,Rayo Vallecano,Win,RW,51,02:01:00,Penalty,NA
18/19,UEFA Champions League,last 16,2019-03-13,H,FC Barcelona,Olympique Lyon,Win,RW,18,01:00:00,Penalty,NA
18/19,UEFA Champions League,last 16,2019-03-13,H,FC Barcelona,Olympique Lyon,Win,RW,78,03:01:00,Right-footed shot,Sergio Busquets
18/19,LaLiga,28,2019-03-17,A,FC Barcelona,Real Betis Balompie,Loss,SS,18,00:01:00,Direct free kick,NA
18/19,LaLiga,28,2019-03-17,A,FC Barcelona,Real Betis Balompie,Loss,SS,45+2,00:02:00,Left-footed shot,Luis Suarez
18/19,LaLiga,28,2019-03-17,A,FC Barcelona,Real Betis Balompie,Loss,SS,85,01:04:00,Left-footed shot,Ivan Rakitic
18/19,LaLiga,29,2019-03-30,H,FC Barcelona,RCD Espanyol Barcelona,Win,RW,71,01:00:00,Direct free kick,NA
18/19,LaLiga,29,2019-03-30,H,FC Barcelona,RCD Espanyol Barcelona,Win,RW,89,02:00:00,Left-footed shot,Malcom
18/19,LaLiga,30,NA,A,FC Barcelona,Villarreal CF,Loss,RW,90,04:03:00,Direct free kick,NA
18/19,LaLiga,31,NA,H,FC Barcelona,Atletico de Madrid,Win,SS,87,02:00:00,Left-footed shot,NA
18/19,UEFA Champions League,Quarter-Finals,2019-04-16,H,FC Barcelona,Manchester United,Win,RW,16,01:00:00,Left-footed shot,NA
18/19,UEFA Champions League,Quarter-Finals,2019-04-16,H,FC Barcelona,Manchester United,Win,RW,20,02:00:00,Right-footed shot,NA
18/19,LaLiga,35,2019-04-27,H,FC Barcelona,Levante UD,Win,RW,62,01:00:00,Left-footed shot,Arturo Vidal
18/19,UEFA Champions League,Semi-Finals,NA,H,FC Barcelona,Liverpool FC,Win,RW,75,02:00:00,Left-footed shot,Luis Suarez
18/19,UEFA Champions League,Semi-Finals,NA,H,FC Barcelona,Liverpool FC,Win,RW,82,03:00:00,Direct free kick,NA
18/19,LaLiga,38,2019-05-19,A,FC Barcelona,SD Eibar,Loss,CF,31,01:01:00,Left-footed shot,Arturo Vidal
18/19,LaLiga,38,2019-05-19,A,FC Barcelona,SD Eibar,Loss,CF,32,01:02:00,Left-footed shot,Ivan Rakitic
18/19,Copa del Rey,Final,2019-05-25,H,FC Barcelona,Valencia CF,Win,CF,73,01:02:00,Left-footed shot,Clement Lenglet
19/20,LaLiga,8,NA,H,FC Barcelona,Sevilla FC,Win,RW,78,04:00:00,Direct free kick,NA
19/20,LaLiga,9,2019-10-19,A,FC Barcelona,SD Eibar,Loss,RW,58,00:02:00,Left-footed shot,Antoine Griezmann
19/20,UEFA Champions League,Group Stage,2019-10-23,A,FC Barcelona,SK Slavia Prague,Loss,RW,3,00:01:00,Left-footed shot,Arthur
19/20,LaLiga,11,2019-10-29,H,FC Barcelona,Real Valladolid CF,Win,RW,34,03:01:00,Direct free kick,NA
19/20,LaLiga,11,2019-10-29,H,FC Barcelona,Real Valladolid CF,Win,RW,75,04:01:00,Left-footed shot,Ivan Rakitic
19/20,LaLiga,12,NA,A,FC Barcelona,Levante UD,Loss,RW,38,00:01:00,Penalty,NA
19/20,LaLiga,13,NA,H,FC Barcelona,Celta de Vigo,Win,RW,23,01:00:00,Penalty,NA
19/20,LaLiga,13,NA,H,FC Barcelona,Celta de Vigo,Win,RW,45+1,02:01:00,Direct free kick,NA
19/20,LaLiga,13,NA,H,FC Barcelona,Celta de Vigo,Win,RW,48,03:01:00,Direct free kick,NA
19/20,UEFA Champions League,Group Stage,2019-11-27,H,FC Barcelona,Borussia Dortmund,Win,RW,33,02:00:00,Left-footed shot,Luis Suarez
19/20,LaLiga,15,NA,A,FC Barcelona,Atletico de Madrid,Loss,RW,86,00:01:00,Left-footed shot,Luis Suarez
19/20,LaLiga,16,NA,H,FC Barcelona,RCD Mallorca,Win,RW,17,02:00:00,Left-footed shot,Antoine Griezmann
19/20,LaLiga,16,NA,H,FC Barcelona,RCD Mallorca,Win,RW,41,03:01:00,Left-footed shot,Ivan Rakitic
19/20,LaLiga,16,NA,H,FC Barcelona,RCD Mallorca,Win,RW,83,05:02:00,Left-footed shot,Luis Suarez
19/20,LaLiga,18,2019-12-21,H,FC Barcelona,Deportivo Alaves,Win,RW,69,03:01:00,Left-footed shot,Luis Suarez
19/20,Supercopa,Semi-Finals,NA,H,FC Barcelona,Atletico de Madrid,Win,RW,51,01:01:00,Right-footed shot,Luis Suarez
19/20,LaLiga,20,2020-01-19,H,FC Barcelona,Granada CF,Win,CF,76,01:00:00,Right-footed shot,Arturo Vidal
19/20,Copa del Rey,Round of 16,2020-01-30,H,FC Barcelona,CD Leganes,Win,RW,59,03:00:00,Left-footed shot,Frenkie de Jong
19/20,Copa del Rey,Round of 16,2020-01-30,H,FC Barcelona,CD Leganes,Win,RW,89,05:00:00,Left-footed shot,Ivan Rakitic
19/20,LaLiga,25,2020-02-22,H,FC Barcelona,SD Eibar,Win,SS,14,01:00:00,Left-footed shot,Ivan Rakitic
19/20,LaLiga,25,2020-02-22,H,FC Barcelona,SD Eibar,Win,SS,37,02:00:00,Left-footed shot,Arturo Vidal
19/20,LaLiga,25,2020-02-22,H,FC Barcelona,SD Eibar,Win,SS,40,03:00:00,Left-footed shot,NA
19/20,LaLiga,25,2020-02-22,H,FC Barcelona,SD Eibar,Win,SS,87,04:00:00,Left-footed shot,NA
19/20,LaLiga,27,NA,H,FC Barcelona,Real Sociedad,Win,CF,81,01:00:00,Penalty,NA
19/20,LaLiga,28,2020-06-13,A,FC Barcelona,RCD Mallorca,Loss,RW,90+3,00:04:00,Right-footed shot,Luis Suarez
19/20,LaLiga,29,2020-06-16,H,FC Barcelona,CD Leganes,Win,RW,69,02:00:00,Penalty,NA
19/20,LaLiga,33,2020-06-30,H,FC Barcelona,Atletico de Madrid,Win,SS,50,02:01:00,Penalty,NA
19/20,LaLiga,37,2020-07-16,H,FC Barcelona,CA Osasuna,Win,RW,62,01:01:00,Direct free kick,NA
19/20,LaLiga,38,2020-07-19,A,FC Barcelona,Deportivo Alaves,Loss,RW,34,00:02:00,Left-footed shot,Riqui Puig
19/20,LaLiga,38,2020-07-19,A,FC Barcelona,Deportivo Alaves,Loss,RW,75,00:05:00,Left-footed shot,Jordi Alba
19/20,UEFA Champions League,last 16,NA,H,FC Barcelona,SSC Napoli,Win,SS,23,02:00:00,Left-footed shot,NA
20/21,LaLiga,3,2020-09-27,H,FC Barcelona,Villarreal CF,Win,CF,35,03:00:00,Penalty,NA
20/21,UEFA Champions League,Group Stage,2020-10-20,H,FC Barcelona,Ferencvarosi TC,Win,CF,27,01:00:00,Penalty,NA
20/21,UEFA Champions League,Group Stage,2020-10-28,A,FC Barcelona,Juventus FC,Loss,CF,90+1,00:02:00,Penalty,NA
20/21,UEFA Champions League,Group Stage,NA,H,FC Barcelona,Dynamo Kyiv,Win,RW,5,01:00:00,Penalty,NA
20/21,LaLiga,9,NA,H,FC Barcelona,Real Betis Balompie,Win,CF,61,03:01:00,Penalty,NA
20/21,LaLiga,9,NA,H,FC Barcelona,Real Betis Balompie,Win,CF,82,04:02:00,Left-footed shot,Sergi Roberto
20/21,LaLiga,11,2020-11-29,H,FC Barcelona,CA Osasuna,Win,RW,73,04:00:00,Left-footed shot,Francisco TrincÃ£o
20/21,LaLiga,13,2020-12-13,H,FC Barcelona,Levante UD,Win,CF,76,01:00:00,Left-footed shot,Frenkie de Jong
20/21,LaLiga,14,2020-12-19,H,FC Barcelona,Valencia CF,Win,CF,45+4,01:01:00,Header,NA
20/21,LaLiga,15,2020-12-22,A,FC Barcelona,Real Valladolid CF,Loss,AM,65,00:03:00,Left-footed shot,Pedri
20/21,LaLiga,2,NA,A,FC Barcelona,Athletic Bilbao,Loss,CF,38,01:02:00,Left-footed shot,Pedri
20/21,LaLiga,2,NA,A,FC Barcelona,Athletic Bilbao,Loss,CF,62,01:03:00,Left-footed shot,Antoine Griezmann
20/21,LaLiga,18,NA,A,FC Barcelona,Granada CF,Loss,CF,35,00:02:00,Left-footed shot,Antoine Griezmann
20/21,LaLiga,18,NA,A,FC Barcelona,Granada CF,Loss,CF,42,00:03:00,Direct free kick,NA
20/21,Copa del Rey,Round of 16,2021-01-27,A,FC Barcelona,Rayo Vallecano,Loss,CF,69,01:01:00,Left-footed shot,Antoine Griezmann
20/21,LaLiga,21,2021-01-31,H,FC Barcelona,Athletic Bilbao,Win,CF,20,01:00:00,Direct free kick,NA
20/21,LaLiga,22,NA,A,FC Barcelona,Real Betis Balompie,Loss,CF,59,01:01:00,Left-footed shot,Ousmane Dembele
20/21,LaLiga,23,2021-02-13,H,FC Barcelona,Deportivo Alaves,Win,CF,45+1,02:00:00,Left-footed shot,Sergio Busquets
20/21,LaLiga,23,2021-02-13,H,FC Barcelona,Deportivo Alaves,Win,CF,75,04:01:00,Left-footed shot,Antoine Griezmann
20/21,UEFA Champions League,last 16,2021-02-16,H,FC Barcelona,Paris Saint-Germain,Win,CF,27,01:00:00,Penalty,NA
20/21,LaLiga,24,2021-02-21,H,FC Barcelona,Cadiz CF,Win,CF,32,01:00:00,Penalty,NA
20/21,LaLiga,1,2021-02-24,H,FC Barcelona,Elche CF,Win,CF,48,01:00:00,Left-footed shot,Martin Braithwaite
20/21,LaLiga,1,2021-02-24,H,FC Barcelona,Elche CF,Win,CF,68,02:00:00,Left-footed shot,Frenkie de Jong
20/21,LaLiga,25,2021-02-27,A,FC Barcelona,Sevilla FC,Loss,CF,85,00:02:00,Right-footed shot,Ilaix Moriba
20/21,UEFA Champions League,last 16,NA,A,FC Barcelona,Paris Saint-Germain,Loss,SS,37,01:01:00,Long distance kick,Pedri
20/21,LaLiga,27,2021-03-15,H,FC Barcelona,SD Huesca,Win,SS,13,01:00:00,Left-footed shot,Sergio Busquets
20/21,LaLiga,27,2021-03-15,H,FC Barcelona,SD Huesca,Win,SS,90,04:01:00,Left-footed shot,Francisco TrincÃ£o
20/21,LaLiga,28,2021-03-21,A,FC Barcelona,Real Sociedad,Loss,SS,56,00:04:00,Left-footed shot,Sergio Busquets
20/21,LaLiga,28,2021-03-21,A,FC Barcelona,Real Sociedad,Loss,SS,89,01:06:00,Left-footed shot,Jordi Alba
20/21,Copa del Rey,Final,2021-04-17,A,FC Barcelona,Athletic Bilbao,Loss,CF,68,00:03:00,Left-footed shot,Frenkie de Jong
20/21,Copa del Rey,Final,2021-04-17,A,FC Barcelona,Athletic Bilbao,Loss,CF,72,00:04:00,Left-footed shot,Jordi Alba
20/21,LaLiga,31,2021-04-22,H,FC Barcelona,Getafe CF,Win,CF,8,01:00:00,Left-footed shot,Sergio Busquets
20/21,LaLiga,31,2021-04-22,H,FC Barcelona,Getafe CF,Win,CF,33,03:01:00,Left-footed shot,NA
20/21,LaLiga,33,2021-04-29,H,FC Barcelona,Granada CF,Win,CF,23,01:00:00,Left-footed shot,Antoine Griezmann
20/21,LaLiga,34,NA,A,FC Barcelona,Valencia CF,Loss,CF,57,01:01:00,Left-footed shot,NA
20/21,LaLiga,34,NA,A,FC Barcelona,Valencia CF,Loss,CF,69,01:03:00,Direct free kick,NA
20/21,LaLiga,36,NA,A,FC Barcelona,Levante UD,Loss,SS,25,00:01:00,Left-footed shot,NA
20/21,LaLiga,37,2021-05-16,H,FC Barcelona,Celta de Vigo,Win,SS,28,01:00:00,Header,Sergio Busquets
21/22,UEFA Champions League,Group Stage,2021-09-28,H,Paris Saint-Germain,Manchester City,Win,RW,74,02:00:00,Left-footed shot,Kylian Mbappe
21/22,UEFA Champions League,Group Stage,2021-10-19,H,Paris Saint-Germain,RB Leipzig,Win,RW,67,02:02:00,Left-footed shot,Kylian Mbappe
21/22,UEFA Champions League,Group Stage,2021-10-19,H,Paris Saint-Germain,RB Leipzig,Win,RW,74,03:02:00,Penalty,NA
21/22,Ligue 1,14,2021-11-20,H,Paris Saint-Germain,FC Nantes,Win,RW,87,03:01:00,Left-footed shot,Kylian Mbappe
21/22,UEFA Champions League,Group Stage,NA,H,Paris Saint-Germain,Club Brugge KV,Win,CF,38,03:00:00,Left-footed shot,Kylian Mbappe
21/22,UEFA Champions League,Group Stage,NA,H,Paris Saint-Germain,Club Brugge KV,Win,CF,76,04:01:00,Penalty,NA
21/22,Ligue 1,23,NA,A,Paris Saint-Germain,LOSC Lille,Loss,CF,38,01:03:00,Left-footed shot,NA
21/22,Ligue 1,30,NA,H,Paris Saint-Germain,FC Lorient,Win,RW,73,04:01:00,Left-footed shot,Kylian Mbappe
21/22,Ligue 1,34,2022-04-23,H,Paris Saint-Germain,RC Lens,Win,RW,68,01:00:00,Left-footed shot,Neymar
21/22,Ligue 1,37,2022-05-14,A,Paris Saint-Germain,Montpellier,Loss,CF,6,00:01:00,Left-footed shot,Kylian Mbappé
21/22,Ligue 1,37,2022-05-14,A,Paris Saint-Germain,Montpellier,Loss,CF,20,00:02:00,Left-footed shot,Kylian Mbappé
21/22,Trophée des Champions,Final,2022-07-31,H,Paris Saint-Germain,FC Nantes,Win,CF,22,01:00:00,Right-footed shot,NA
21/22,Ligue 1,1,NA,A,Paris Saint-Germain,Clermont Foot,Loss,CF,80,00:04:00,Left-footed shot,Neymar
21/22,Ligue 1,1,NA,A,Paris Saint-Germain,Clermont Foot,Loss,CF,86,00:05:00,Left-footed shot,Leandro Paredes
22/23,Troph�e des Champions,Final,2022-07-31,H,Paris Saint-Germain,FC Nantes,Win,CF,22,01:00:00,Right-footed shot,NA
22/23,Ligue 1,1,NA,A,Paris Saint-Germain,Clermont Foot,Loss,CF,80,00:04:00,Left-footed shot,Neymar
22/23,Ligue 1,1,NA,A,Paris Saint-Germain,Clermont Foot,Loss,CF,86,00:05:00,Left-footed shot,Leandro Paredes
22/23,Ligue 1,3,2022-08-21,A,Paris Saint-Germain,LOSC Lille,Loss,AM,27,00:02:00,Right-footed shot,Nuno Mendes
22/23,Champions League,Group Stage,2022-09-14,A,Paris Saint-Germain,Maccabi Haifa,Loss,SS,37,01:01:00,Left-footed shot,NA
22/23,Ligue 1,8,2022-09-18,A,Paris Saint-Germain,Olympique Lyon,Loss,AM,5,00:01:00,Left-footed shot,Neymar
22/23,Ligue 1,9,NA,H,Paris Saint-Germain,OGC Nice,Win,AM,28,01:00:00,Direct free kick,NA
22/23,UEFA Champions League,Group Stage,NA,A,Paris Saint-Germain,SL Benfica,Loss,AM,22,00:01:00,Left-footed shot,Neymar
22/23,Ligue 1,12,2022-10-21,A,Paris Saint-Germain,AC Ajaccio,Loss,CF,78,00:02:00,Left-footed shot,Kylian Mbappe
22/23,UEFA Champions League,Group Stage,2022-10-25,H,Paris Saint-Germain,Maccabi Haifa,Win,SS,19,01:00:00,Left-footed shot,Kylian Mbappe
22/23,UEFA Champions League,Group Stage,2022-10-25,H,Paris Saint-Germain,Maccabi Haifa,Win,SS,44,04:01:00,Left-footed shot,Kylian Mbappe
22/23,Ligue 1,13,2022-10-29,H,Paris Saint-Germain,ESTAC Troyes,Win,RW,55,02:02:00,Left-footed shot,Sergio Ramos
22/23,Ligue 1,18,NA,H,Paris Saint-Germain,Angers SCO,Win,AM,72,02:00:00,Right-footed shot,Nordi Mukiele
22/23,Ligue 1,21,NA,A,Paris Saint-Germain,Montpellier HSC,Loss,SS,72,00:02:00,Left-footed shot,Fabián Ruiz
22/23,Ligue 1,22,NA,H,Paris Saint-Germain,FC Toulouse,Win,SS,58,02:01:00,Left-footed shot,Achraf Hakimi
22/23,Ligue 1,24,2023-02-19,H,Paris Saint-Germain,LOSC Lille,Win,CF,90+5,04:03:00,Direct free kick,NA
22/23,Ligue 1,25,2023-02-26,A,Paris Saint-Germain,Olympique Marseille,Loss,CF,29,00:02:00,Right-footed shot,Kylian Mbappé
22/23,Ligue 1,26,NA,H,Paris Saint-Germain,FC Nantes,Win,CF,12,01:00:00,Left-footed shot,NA
